file,centroid_y,centroid_x,gold_diameter_nm,gold_radius_px,capsid_diameter_nm,ring_contrast,peak_prominence,wall_radius_cv,is_reliable,overlapping
VLP17_0005.dm4,49.41703786191537,2540.174832962138,16.907829559047926,23.90992587997897,,0.14337600709041737,0.14337600709041737,,False,False
VLP17_0005.dm4,97.9305740987984,972.931909212283,18.911946528287423,26.744014550081626,,0.006991306055267432,0.006991306055267432,,False,False
VLP17_0005.dm4,91.4644513137558,3158.066460587326,14.351649958199987,20.295147023902665,33.13592663497181,0.38845334654098895,0.38845334654098895,0.026573729495979533,True,False
VLP17_0005.dm4,93.21223564954683,2270.5173716012087,14.5170605287612,20.529059630371258,30.59151808083883,0.2874855364374235,0.2874855364374235,0.034675162060260445,True,False
VLP17_0005.dm4,118.59534270650263,3048.0263620386645,19.033594993223172,26.916041702938184,,0.01905149803054873,0.01905149803054873,,False,False
VLP17_0005.dm4,118.77772073921972,1839.7556468172484,17.608776100411482,24.901157769991823,35.87627246980297,0.3871371192923466,0.3871371192923466,0.0677278678143729,True,False
VLP17_0005.dm4,139.91400142146412,641.0597014925373,21.163950720240795,29.928648812152996,,,,,False,False
VLP17_0005.dm4,142.6156202143951,2588.719754977029,17.658422882801887,24.97136494134924,,0.01233596110318913,0.01233596110318913,,False,False
VLP17_0005.dm4,168.11301369863014,1690.9197651663405,18.037450023439284,25.507359866510456,,0.009119523062762092,0.009119523062762092,,False,False
VLP17_0005.dm4,167.05668016194332,3329.1160593792174,15.358853463944738,21.7194671049816,32.922704017056915,0.3498419868226494,0.3498419868226494,0.08931564823103032,True,False
VLP17_0005.dm4,230.9593165174939,1316.173718470301,19.779970262760074,27.971515873112015,36.89785306509426,0.3880246592608392,0.3880246592608392,0.23376437157290314,False,False
VLP17_0005.dm4,241.92774869109948,1869.4439790575916,17.436181402912467,24.6570858499345,35.48474251757923,0.3795238556072641,0.3795238556072641,0.028146290543240325,True,False
VLP17_0005.dm4,245.77230935640887,823.4851270957274,17.15549093361872,24.260152092553522,,0.001949904982912698,0.001949904982912698,,False,False
VLP17_0005.dm4,255.9595724907063,3739.4131040892194,18.507843928748773,26.17255958188877,,0.007988838760425332,0.007988838760425332,,False,False
VLP17_0005.dm4,277.16561437591065,1412.163671685284,18.1035134237688,25.600782325007668,34.61002038184603,0.38411764378561675,0.38411764378561675,0.06478835438717001,True,False
VLP17_0005.dm4,307.5969563082965,1079.623465881198,18.006537489970125,25.463645421588435,35.32587935729915,0.4726711066649183,0.4726711066649183,0.0649190358117794,True,False
VLP17_0005.dm4,304.81269557443005,2715.455520786768,18.86981694482305,26.684437700523873,,0.0020880692449917193,0.0020880692449917193,,False,False
VLP17_0005.dm4,305.10381750465547,2908.1238361266296,18.490635330021902,26.148224328293928,,,,,False,False
VLP17_0005.dm4,335.6267496111975,3424.1575946086055,17.522691255479184,24.7794223187009,33.4047133330003,0.361824405781004,0.361824405781004,0.08017428215347244,True,False
VLP17_0005.dm4,344.2775590551181,1802.6351706036746,15.574968556923249,22.025082668269306,32.49593736253211,0.47280186523546314,0.47280186523546314,0.03367811605397754,True,False
VLP17_0005.dm4,389.0100742311771,3228.0726405090136,17.326288408567454,24.50168250024127,32.496624749409044,0.29265248564708995,0.29265248564708995,0.13368170650720523,True,False
VLP17_0005.dm4,402.4448007329363,2025.2684379294549,18.640671923503845,26.36039608084854,,,,,False,False
VLP17_0005.dm4,397.7213426219126,1650.5446485117163,15.853522016143337,22.41899440840747,,,,,False,False
VLP17_0005.dm4,445.4755489021956,3437.5888223552893,17.86008632446617,25.25654394235911,33.72495746369176,0.392578671757895,0.392578671757895,0.06232099568987952,True,False
VLP17_0005.dm4,460.51585169263836,3069.0832885545406,17.2110704235001,24.338748903508463,32.27644194985024,0.35521466766482085,0.35521466766482085,0.03767594164233261,True,False
VLP17_0005.dm4,458.7591933570581,1847.341637010676,16.38187018821195,23.16614918595387,34.89206673366257,0.5109826116984048,0.5109826116984048,0.013998684185526935,True,False
VLP17_0005.dm4,463.4256035934868,2193.7944974733296,16.83707532385917,23.809869955405706,36.28466551870097,0.3056669720027917,0.3056669720027917,0.0439272737527306,True,False
VLP17_0005.dm4,473.18612922347364,1064.7557794902193,16.38672767391936,23.173018318554337,34.29864948241486,0.20167659797663393,0.20167659797663393,0.33868562435742056,False,False
VLP17_0005.dm4,490.2116402116402,3346.7301587301586,16.45458190899832,23.26897325621885,33.792761888099136,0.3753456479175484,0.3753456479175484,0.05078968238466051,True,False
VLP17_0005.dm4,500.82272069464545,2045.282923299566,14.831624326088209,20.97389479104915,32.33882530093371,0.48354435588085987,0.48354435588085987,0.04978424358642802,True,False
VLP17_0005.dm4,561.8761822871883,1383.389939810834,19.24152769803916,27.210086278134018,,,,,False,False
VLP17_0005.dm4,558.316757493188,1503.300408719346,15.286136130042383,21.616635097022034,32.52817701707005,0.3989030518964606,0.3989030518964606,0.07535744998148675,True,False
VLP17_0005.dm4,595.5083073727934,2740.678608515057,17.50906022171222,24.76014621907514,33.46429085716146,0.548110449473687,0.548110449473687,0.021636778470432497,True,False
VLP17_0005.dm4,605.5189489641233,2130.657908034361,17.748333967536347,25.098511206000282,,0.0004364392214606383,0.0004364392214606383,,False,False
VLP17_0005.dm4,615.712,2636.597142857143,16.68989941828666,23.60174359706574,,,,,False,False
VLP17_0005.dm4,686.0621904237754,2837.0044028618604,17.0063909548418,24.049304838101822,36.532331921911535,0.33492874019716534,0.33492874019716534,0.09055079228465923,True,False
VLP17_0005.dm4,764.671963677639,3070.465947786606,16.74702416973629,23.68252561395932,34.58142656860313,0.48149421742224086,0.48149421742224086,0.03843797269663729,True,False
VLP17_0005.dm4,770.654739485248,1907.735718769617,15.923648522153513,22.518162640206207,31.541967334583664,0.49762128023597785,0.49762128023597785,0.05124410673280703,True,False
VLP17_0005.dm4,783.0525175961018,2054.7569030860855,17.14621016965381,24.247027854594084,33.93004059966474,0.43654111301651616,0.43654111301651616,0.30961883636672693,False,False
VLP17_0005.dm4,799.327262988752,1799.8671665773968,17.238792971008234,24.37795228285463,34.69444447127592,0.4465759851065739,0.4465759851065739,0.05889489865646948,True,False
VLP17_0005.dm4,840.5357012083485,363.87184181618454,20.849495232261784,29.48396681533766,,0.025083657914634017,0.025083657914634017,,False,False
VLP17_0005.dm4,831.3178470254958,2793.3059490084984,16.76127493745726,23.702678100045794,33.78464402890724,0.43079507460406896,0.43079507460406896,0.03765327842541037,True,False
VLP17_0005.dm4,842.3426169206516,1137.7235943247504,17.404200956806392,24.611861234123552,35.46852995811452,0.30509675874424647,0.30509675874424647,0.060391819875824426,True,False
VLP17_0005.dm4,845.978488372093,1955.0023255813953,16.54622472709442,23.398568422792877,32.78132498330869,0.3922452418519551,0.3922452418519551,0.1705675481779605,True,False
VLP17_0005.dm4,873.4316069057105,3020.1998671978754,15.48271719128587,21.894626934314015,34.30652881041032,0.3769400282908909,0.3769400282908909,0.04526637693357742,True,False
VLP17_0005.dm4,898.0115115115115,1604.2277277277278,17.83332962580966,25.218706402097904,,,,,False,False
VLP17_0005.dm4,904.1739864864865,1855.561936936937,16.813424412726622,23.77642441290137,35.058229197205875,0.38822559390248934,0.38822559390248934,0.09144579759400201,True,False
VLP17_0005.dm4,905.5567765567765,2534.662271062271,14.740120054537204,20.844495547766904,,,,,False,False
VLP17_0005.dm4,916.2130518234165,2290.300703774792,15.772995669309843,22.305119414727752,33.98868988595508,0.44236650785744336,0.44236650785744336,0.04769012379597044,True,False
VLP17_0005.dm4,934.5995661605206,1406.7145336225597,19.154470894370792,27.086976347566694,35.517601549175424,0.28526914406418924,0.28526914406418924,0.32919604248591117,False,False
VLP17_0005.dm4,947.071463061323,2893.8271366489616,18.15619107174693,25.67527554451228,35.82274506517193,0.4027756841829069,0.4027756841829069,0.044871782579504596,True,False
