 ,Area,Mean,Min,Max,Angle,Length
180,19.265,4502.463,3029.802,5737.967,48.715,32.003
181,7.225,3577.022,3117.960,5169.000,26.565,11.804
182,17.201,4443.881,3042.503,5488.418,28.142,28.602
183,7.913,3243.226,2672.124,4690.000,-21.801,12.634
184,16.857,4208.981,2646.333,5241.000,-38.290,28.397
185,6.881,3574.598,2920.116,5545.000,38.660,11.267
186,16.513,4459.161,2696.100,5618.941,27.646,27.810
187,6.192,3580.299,3050.588,5236.000,30.964,10.260
188,17.201,4643.020,3082.021,5723.865,22.891,28.650
189,7.913,3985.702,3357.000,5121.000,32.276,13.181
190,17.201,4629.309,3383.309,5609.297,25.514,28.596
191,7.225,3727.583,2899.000,5322.050,2.862,11.745
192,17.545,4550.236,2905.400,5547.920,1.146,29.333
193,7.569,3812.380,3330.730,4664.000,-19.290,12.429
194,18.577,4592.581,3430.776,5582.341,-24.624,30.970
195,7.913,3815.482,3279.281,5361.000,21.801,12.634
196,17.545,4563.661,3271.395,5474.686,22.443,29.192
197,6.537,3401.292,2876.000,4783.000,3.180,10.574
198,16.513,4237.411,2983.468,5332.766,3.652,27.623
199,7.225,3089.455,2451.000,5426.000,36.870,11.731
200,15.825,4117.261,2426.638,5500.076,35.096,26.524
201,5.160,2726.794,2485.979,2930.000,-17.103,7.978
202,15.825,4266.647,2507.865,5621.160,-30.530,26.557
203,6.881,3195.355,2813.421,4284.000,8.973,11.282
204,15.137,4120.424,2817.651,5398.326,6.633,25.391
205,6.537,3223.105,2813.000,4563.000,0.000,10.558
206,15.137,4216.818,2813.000,5584.000,0.000,25.221
207,6.537,2951.152,2549.370,4226.000,-38.157,10.443
208,16.857,4215.287,2509.014,5552.835,-45.000,28.203
209,6.881,3228.024,2811.839,4301.000,18.435,11.129
210,15.137,4096.066,2771.007,5632.000,16.314,25.057
211,7.569,2818.558,2147.857,4087.000,39.094,12.092
212,15.481,4030.371,2201.492,5658.000,31.866,25.553
213,7.569,3376.494,2764.279,5065.000,-16.699,12.247
214,16.169,4123.638,2775.000,5268.612,-20.410,26.911
215,7.569,3315.275,2506.490,5175.000,27.759,12.594
216,15.137,4167.756,2445.882,5777.443,28.926,25.465
217,6.881,3118.500,2657.000,4731.000,0.000,11.144
218,18.233,4029.736,2657.000,5088.000,0.000,30.500
219,7.225,3145.619,2758.000,4435.000,11.310,11.963
220,16.169,4225.362,2711.572,5506.293,19.231,26.712
221,8.945,3297.609,2497.344,5219.680,-11.768,14.379
222,16.169,3942.895,2549.998,5302.478,-17.650,27.083
223,6.537,3163.192,2627.586,5105.000,38.157,10.443
224,15.137,4183.235,2610.581,5589.763,44.061,25.303
225,6.537,3110.310,2745.667,4770.000,6.340,10.623
226,15.825,4029.283,2464.000,5790.000,0.000,26.394
227,5.848,2806.674,2576.656,3063.000,45.000,9.124
228,14.793,3992.780,2565.592,5321.640,44.029,24.473
229,6.881,3461.209,3015.258,4944.000,-15.524,10.957
230,17.545,4228.781,3036.656,5705.603,-15.154,29.168
231,6.192,3252.679,2884.484,4580.000,-17.354,9.832
232,16.857,4224.970,2887.750,5512.695,-26.030,28.068
233,7.225,3384.552,2743.800,5000.000,11.310,11.963
234,14.793,4294.404,2809.898,5778.479,21.038,24.509
235,6.537,2918.282,2610.000,3738.000,-19.440,10.574
236,16.169,4185.447,2610.000,5601.061,-26.003,26.757
237,6.537,3395.115,2853.605,4705.000,26.565,10.492
238,14.449,4182.736,2899.361,5455.510,34.077,24.077
239,7.225,3351.771,2830.350,4931.000,-8.531,11.862
240,15.137,4152.148,2848.824,5319.451,-18.853,25.411
241,5.848,3115.656,2522.500,4460.000,50.194,9.162
242,14.793,4233.396,2679.000,5918.728,38.234,24.642
243,6.881,2993.080,2511.562,4177.000,-25.201,11.020
244,17.889,4263.481,2496.571,5797.550,-30.579,29.977
245,5.504,2952.475,2535.960,3652.000,53.130,8.798
246,13.417,3793.568,2431.693,5554.587,47.121,22.412
247,5.848,2892.086,2563.938,4096.000,55.305,9.274
248,14.793,4101.506,2494.408,5634.673,45.000,24.885
249,5.848,3065.879,2609.062,3984.000,-3.576,9.403
250,17.201,4332.527,2651.469,5654.979,-9.462,28.542
251,6.192,2992.732,2668.588,3776.000,-6.710,10.040
252,17.201,4108.332,2665.965,5419.032,-8.297,28.452
253,7.569,3381.791,2682.021,5292.000,60.945,12.078
254,14.105,4095.901,2773.720,5656.480,45.000,23.226
255,7.569,2841.946,1781.000,5453.000,-22.834,12.092
256,14.105,3801.916,1736.062,5334.000,-29.745,23.644
257,7.569,3227.535,2414.714,5699.000,48.814,12.470
258,16.169,4159.407,2434.414,5533.500,42.357,26.987
259,6.537,2940.019,2462.506,5082.000,38.157,10.443
260,15.481,4212.944,2484.669,5759.455,35.838,26.047
261,6.881,3339.656,2833.850,5085.000,32.005,11.067
262,14.449,4240.639,2805.649,6115.320,27.824,23.876
263,7.913,3588.115,3044.364,5531.000,-5.194,12.957
264,18.233,4394.982,3104.483,5608.337,-10.008,30.376
265,7.569,3054.516,2452.531,4991.000,50.906,12.092
266,16.169,4172.988,2551.476,5507.053,49.399,27.038
267,7.913,3510.286,2715.289,5027.735,46.848,12.864
268,14.105,4057.613,2902.960,5169.000,36.870,23.462
269,8.257,3117.354,2423.650,4777.000,-12.804,13.233
270,15.481,4033.143,2260.924,5521.217,34.778,25.707
